,IPC_Serial_No,Sell_Date,Sell_Price,Country,Sale_Price_EUR
0,23198864,2022-01-03,246.84,CZ,246.84
1,202111035073,2022-01-03,905.85,IT,905.85
2,CI3521648399,2022-01-03,121.0,CZ,121.0
3,CI3521648400,2022-01-03,121.0,CZ,121.0
4,202112175063,2022-01-03,720.0,IT,720.0
5,202112175064,2022-01-03,720.0,IT,720.0
6,CI3921688227,2022-01-03,301.74,SG,301.74
7,202112095014,2022-01-03,394.35,IT,394.35
8,202112225006,2022-01-03,828.23,CA,729.3967415235579
9,CI4021697823,2022-01-03,275.19,IT,275.19
10,CI4021697794,2022-01-03,275.19,IT,275.19
11,CI4021697795,2022-01-03,275.19,IT,275.19
12,CI4021697796,2022-01-03,275.19,IT,275.19
13,CI4021697797,2022-01-03,275.19,IT,275.19
14,CI4021697819,2022-01-03,275.19,IT,275.19
15,CI4021697820,2022-01-03,275.19,IT,275.19
16,CI4021697833,2022-01-03,275.19,IT,275.19
17,CI4021697930,2022-01-03,275.19,IT,275.19
18,CI4021698644,2022-01-03,275.19,IT,275.19
19,CI4021698645,2022-01-03,275.19,IT,275.19
20,CI4021698647,2022-01-03,275.19,IT,275.19
21,202112145103,2022-01-04,1334.97,US,1183.5889706534267
22,CI3521648397,2022-01-04,149.38,IT,149.38
23,CI3521648403,2022-01-04,149.38,IT,149.38
24,CI4721742634,2022-01-04,189.72,ES,189.72
25,CI4721742635,2022-01-04,189.72,ES,189.72
26,CI4721742640,2022-01-04,189.72,ES,189.72
27,CI3521648382,2022-01-04,121.77,GR,121.77
28,202112225018,2022-01-04,840.96,DE,840.96
29,202112225015,2022-01-04,840.96,DE,840.96
30,202112225017,2022-01-04,840.96,DE,840.96
31,202112225020,2022-01-04,840.96,DE,840.96
32,202112225021,2022-01-04,840.96,DE,840.96
33,202112225022,2022-01-04,840.96,DE,840.96
34,202112225016,2022-01-04,840.96,DE,840.96
35,202112225019,2022-01-04,840.96,DE,840.96
36,202112225023,2022-01-04,840.96,DE,840.96
37,202112225024,2022-01-04,840.96,DE,840.96
38,202111195070,2022-01-04,852.39,CH,852.39
39,CI3921687560,2022-01-04,329.49,IT,329.49
40,202111265016,2022-01-04,1359.57,PL,1359.57
41,CI3921688180,2022-01-04,329.49,IT,329.49
42,CI3921688181,2022-01-04,329.49,IT,329.49
43,CI3921688182,2022-01-04,329.49,IT,329.49
44,CI3921688183,2022-01-04,329.49,IT,329.49
45,CI3921688199,2022-01-04,329.49,IT,329.49
46,CI3921688200,2022-01-04,329.49,IT,329.49
47,CI3921688205,2022-01-04,329.49,IT,329.49
48,CI3921688206,2022-01-04,329.49,IT,329.49
49,CI3921687561,2022-01-04,329.49,IT,329.49
50,CI3921687566,2022-01-04,329.49,IT,329.49
51,CI3921687567,2022-01-04,329.49,IT,329.49
52,CI3921687571,2022-01-04,329.49,IT,329.49
53,CI3921687572,2022-01-04,329.49,IT,329.49
54,CI3921687577,2022-01-04,329.49,IT,329.49
55,CI3921687578,2022-01-04,329.49,IT,329.49
56,CI3921687644,2022-01-04,329.49,IT,329.49
57,CI3921687645,2022-01-04,329.49,IT,329.49
58,CI3921687646,2022-01-04,329.49,IT,329.49
59,CI3921687647,2022-01-04,329.49,IT,329.49
60,CI3921688152,2022-01-04,329.49,IT,329.49
61,CI3921688153,2022-01-04,329.49,IT,329.49
62,CI3921688154,2022-01-04,329.49,IT,329.49
63,CI3921688155,2022-01-04,329.49,IT,329.49
64,CI3921687562,2022-01-04,329.49,IT,329.49
65,CI3921687563,2022-01-04,329.49,IT,329.49
66,CI3921687568,2022-01-04,329.49,IT,329.49
67,CI3921687569,2022-01-04,329.49,IT,329.49
68,CI3921687603,2022-01-04,329.49,IT,329.49
69,CI3921687618,2022-01-04,329.49,IT,329.49
70,CI3921687624,2022-01-04,329.49,IT,329.49
71,CI3921687625,2022-01-04,329.49,IT,329.49
72,CI3921687573,2022-01-04,329.49,IT,329.49
73,CI3921687574,2022-01-04,329.49,IT,329.49
74,CI3921687579,2022-01-04,329.49,IT,329.49
75,CI3921687580,2022-01-04,329.49,IT,329.49
76,202112135003,2022-01-04,733.84,MK,733.84
77,202112095011,2022-01-04,347.16,FR,347.16
78,202112205022,2022-01-04,870.0,KR,870.0
79,202112205023,2022-01-04,870.0,KR,870.0
80,202112205024,2022-01-04,870.0,KR,870.0
81,202112205025,2022-01-04,870.0,KR,870.0
82,202112205026,2022-01-04,870.0,KR,870.0
83,202112205027,2022-01-04,870.0,KR,870.0
84,202111125057,2022-01-05,636.48,CN,636.48
85,202112205058,2022-01-07,336.91,DE,336.91
86,202112205059,2022-01-07,336.91,DE,336.91
87,202112205060,2022-01-07,336.91,DE,336.91
88,202112205061,2022-01-07,336.91,DE,336.91
89,202112205062,2022-01-07,336.91,DE,336.91
90,202112205063,2022-01-07,336.91,DE,336.91
91,202112205064,2022-01-07,336.91,DE,336.91
92,202112205070,2022-01-07,336.91,DE,336.91
93,202112205071,2022-01-07,336.91,DE,336.91
94,202111115004,2022-01-07,1052.28,NL,1052.28
95,202111195020,2022-01-07,243.94,DE,243.94
96,CI4721741555,2022-01-07,212.55,UA,212.55
97,E214000903,2022-01-07,678.48,DK,678.48
98,CI3921694230,2022-01-07,148.18,FR,148.18
99,CI4721741565,2022-01-08,247.64,BR,247.64
100,CI4721741566,2022-01-08,247.64,BR,247.64
101,CI4721741568,2022-01-08,247.64,BR,247.64
102,CI4721741573,2022-01-08,247.64,BR,247.64
103,CI4721741576,2022-01-08,247.64,BR,247.64
104,CI4721742619,2022-01-10,182.05,GR,182.05
105,CI4721742614,2022-01-10,182.05,GR,182.05
106,CI4721742615,2022-01-10,182.05,GR,182.05
107,CI4721742616,2022-01-10,182.05,GR,182.05
108,CI4721742617,2022-01-10,182.05,GR,182.05
109,CI4721742618,2022-01-10,182.05,GR,182.05
110,CI4721742620,2022-01-10,182.05,GR,182.05
111,CI4721742621,2022-01-10,182.05,GR,182.05
112,CI4721742626,2022-01-10,182.05,GR,182.05
113,CI4721742627,2022-01-10,182.05,GR,182.05
114,CI4721742629,2022-01-10,182.05,GR,182.05
115,CI4721742632,2022-01-10,182.05,GR,182.05
116,CI4721742633,2022-01-10,182.05,GR,182.05
117,CI4721741544,2022-01-10,221.71,IE,221.71
118,CI4721741545,2022-01-10,221.71,IE,221.71
119,CI4721741557,2022-01-10,221.71,IE,221.71
120,CI4721741531,2022-01-11,221.71,IE,221.71
121,CI4721742654,2022-01-11,221.71,IE,221.71
122,CI4721742653,2022-01-11,221.71,IE,221.71
123,CI4721741540,2022-01-11,221.71,IE,221.71
124,CI4721741548,2022-01-11,221.71,IE,221.71
125,CI4721741549,2022-01-11,221.71,IE,221.71
126,CI3921694208,2022-01-11,135.22,SE,135.22
127,CI3921694215,2022-01-11,135.22,SE,135.22
128,202201035099,2022-01-11,566.1,FI,566.1
129,202201035100,2022-01-11,566.1,FI,566.1
130,202201035091,2022-01-11,396.84,IT,396.84
131,202201035093,2022-01-11,396.84,IT,396.84
132,202201035094,2022-01-11,396.84,IT,396.84
133,202201035101,2022-01-11,396.84,IT,396.84
134,CI3921694214,2022-01-12,138.75,FI,138.75
135,CI3921694217,2022-01-12,138.75,FI,138.75
136,CI3921688159,2022-01-12,330.23,FI,330.23
137,CI3921688091,2022-01-12,330.23,FI,330.23
138,CI3921688230,2022-01-12,330.23,FI,330.23
139,CI3921688231,2022-01-12,330.23,FI,330.23
140,E214101347,2022-01-12,5738.9,NO,578.1102044927974
141,E214101349,2022-01-12,5738.9,NO,578.1102044927974
142,202108305015,2022-01-12,1285.0,DE,1285.0
143,202108305009,2022-01-12,1285.0,DE,1285.0
144,202108305010,2022-01-12,1285.0,DE,1285.0
145,202108305011,2022-01-12,1285.0,DE,1285.0
146,202108305012,2022-01-12,1285.0,DE,1285.0
147,202112235047,2022-01-12,637.4,DE,637.4
148,CI4721741580,2022-01-12,416.76,DE,416.76
149,202112215040,2022-01-12,615.82,DE,615.82
150,202112215035,2022-01-12,615.82,DE,615.82
151,202112215036,2022-01-12,615.82,DE,615.82
152,202112215037,2022-01-12,615.82,DE,615.82
153,202108095008,2022-01-12,588.59,IT,588.59
154,202201035046,2022-01-12,588.59,IT,588.59
155,202201035045,2022-01-12,588.59,IT,588.59
156,202201035047,2022-01-12,588.59,IT,588.59
157,E213800631,2022-01-12,666.39,DE,666.39
158,E213800655,2022-01-12,666.39,DE,666.39
159,202201105001,2022-01-12,455.51,DE,455.51
160,CI4721741571,2022-01-12,278.08,DE,278.08
161,202201105062,2022-01-12,395.22,DE,395.22
162,202201105054,2022-01-12,395.22,DE,395.22
163,202201105055,2022-01-12,395.22,DE,395.22
164,202201105056,2022-01-12,395.22,DE,395.22
165,202201105057,2022-01-12,395.22,DE,395.22
166,202201105058,2022-01-12,395.22,DE,395.22
167,202201105066,2022-01-12,395.22,DE,395.22
168,202201105067,2022-01-12,395.22,DE,395.22
169,202201105068,2022-01-12,395.22,DE,395.22
170,202201105069,2022-01-12,395.22,DE,395.22
171,202201105070,2022-01-12,395.22,DE,395.22
172,202201105071,2022-01-12,395.22,DE,395.22
173,202201105072,2022-01-12,395.22,DE,395.22
174,E214101331,2022-01-12,531.77,NL,531.77
175,202201045013,2022-01-13,404.61,IN,404.61
176,202201045014,2022-01-13,404.61,IN,404.61
177,202201045015,2022-01-13,404.61,IN,404.61
178,202201035082,2022-01-13,898.2,KR,898.2
179,202201055001,2022-01-13,764.43,DE,764.43
180,202201035080,2022-01-13,898.2,KR,898.2
181,202201035081,2022-01-13,898.2,KR,898.2
182,202201035075,2022-01-13,898.2,KR,898.2
183,202201035076,2022-01-13,898.2,KR,898.2
184,202201035077,2022-01-13,898.2,KR,898.2
185,202201035078,2022-01-13,898.2,KR,898.2
186,202201035057,2022-01-13,581.69,DE,581.69
187,202201035055,2022-01-13,581.69,DE,581.69
188,202201035056,2022-01-13,581.69,DE,581.69
189,202201035060,2022-01-13,581.69,DE,581.69
190,202201035061,2022-01-13,581.69,DE,581.69
191,202201035063,2022-01-13,581.69,DE,581.69
192,202201035062,2022-01-13,581.69,DE,581.69
193,202201035064,2022-01-13,581.69,DE,581.69
194,202201035058,2022-01-13,581.69,DE,581.69
195,202201035059,2022-01-13,581.69,DE,581.69
196,202201045001,2022-01-13,870.0,KR,870.0
197,202201045002,2022-01-13,870.0,KR,870.0
198,202201045003,2022-01-13,870.0,KR,870.0
199,202201045004,2022-01-13,870.0,KR,870.0
200,CI4721741543,2022-01-13,140.27,RU,140.27
201,CI3821687054,2022-01-13,240.68,RU,240.68
202,202201075021,2022-01-13,301.38,DE,301.38
203,202201075015,2022-01-13,301.38,DE,301.38
204,202201075016,2022-01-13,301.38,DE,301.38
205,202201075034,2022-01-13,301.38,DE,301.38
206,202201075035,2022-01-13,301.38,DE,301.38
207,202201075036,2022-01-13,301.38,DE,301.38
208,202201075037,2022-01-13,301.38,DE,301.38
209,202201075038,2022-01-13,301.38,DE,301.38
210,202201075039,2022-01-13,301.38,DE,301.38
211,202201075040,2022-01-13,301.38,DE,301.38
212,202201075041,2022-01-13,301.38,DE,301.38
213,202201075042,2022-01-13,301.38,DE,301.38
214,E213800651,2022-01-13,482.33,DE,482.33
215,202201075043,2022-01-13,301.38,DE,301.38
216,202201075044,2022-01-13,301.38,DE,301.38
217,E213800620,2022-01-13,482.33,DE,482.33
218,E213800621,2022-01-13,482.33,DE,482.33
219,E213800629,2022-01-13,482.33,DE,482.33
220,E213800632,2022-01-13,482.33,DE,482.33
221,E213800637,2022-01-13,482.33,DE,482.33
222,E213800643,2022-01-13,482.33,DE,482.33
223,E213800653,2022-01-13,482.33,DE,482.33
224,E213800654,2022-01-13,482.33,DE,482.33
225,E213800656,2022-01-13,482.33,DE,482.33
226,E213800668,2022-01-13,482.33,DE,482.33
227,E213800681,2022-01-13,482.33,DE,482.33
228,E213800689,2022-01-13,482.33,DE,482.33
229,E213800690,2022-01-13,482.33,DE,482.33
230,E213800691,2022-01-13,482.33,DE,482.33
231,E213800692,2022-01-13,482.33,DE,482.33
232,E213800695,2022-01-13,482.33,DE,482.33
233,E213800696,2022-01-13,482.33,DE,482.33
234,E213800708,2022-01-13,482.33,DE,482.33
235,E213800627,2022-01-13,482.33,DE,482.33
236,E213800633,2022-01-13,482.33,DE,482.33
237,E213800635,2022-01-13,482.33,DE,482.33
238,E213800639,2022-01-13,482.33,DE,482.33
239,E213800640,2022-01-13,482.33,DE,482.33
240,E213800658,2022-01-13,482.33,DE,482.33
241,E213800757,2022-01-13,482.33,DE,482.33
242,E213800789,2022-01-13,482.33,DE,482.33
243,E213800794,2022-01-13,482.33,DE,482.33
244,E213800803,2022-01-13,482.33,DE,482.33
245,E213800808,2022-01-13,482.33,DE,482.33
246,E214903357,2022-01-13,482.33,DE,482.33
247,E213800799,2022-01-13,482.33,DE,482.33
248,CI3921687633,2022-01-13,379.49,BR,379.49
249,CI3921687519,2022-01-13,379.49,BR,379.49
250,CI3921687524,2022-01-13,379.49,BR,379.49
251,CI3921687522,2022-01-13,379.49,BR,379.49
252,CI3921687523,2022-01-13,379.49,BR,379.49
253,CI3921687528,2022-01-13,379.49,BR,379.49
254,CI3921687529,2022-01-13,379.49,BR,379.49
255,202112235011,2022-01-14,656.5,DE,656.5
256,202112235012,2022-01-14,656.5,DE,656.5
257,E214101358,2022-01-14,557.51,NL,557.51
258,E212300154,2022-01-14,753.12,DE,753.12
259,E212300172,2022-01-14,753.12,DE,753.12
260,E214101352,2022-01-14,649.02,DE,649.02
261,CI4721742643,2022-01-14,196.9,SG,196.9
262,CI4721742636,2022-01-14,196.9,SG,196.9
263,CI4721742637,2022-01-14,196.9,SG,196.9
264,CI4721742638,2022-01-14,196.9,SG,196.9
265,CI4721742639,2022-01-14,196.9,SG,196.9
266,CI4721742641,2022-01-14,196.9,SG,196.9
267,CI4721742642,2022-01-14,196.9,SG,196.9
268,E214101359,2022-01-14,5738.9,NO,574.6773079118392
269,CI4721742644,2022-01-14,196.9,SG,196.9
270,CI4721742645,2022-01-14,196.9,SG,196.9
271,CI4721742646,2022-01-14,196.9,SG,196.9
272,E214101350,2022-01-14,5738.9,NO,574.6773079118392
273,E214101357,2022-01-14,5738.9,NO,574.6773079118392
274,E214101360,2022-01-14,5738.9,NO,574.6773079118392
275,E214101362,2022-01-14,5738.9,NO,574.6773079118392
276,CI4721741553,2022-01-14,273.25,DE,273.25
277,CI4721741550,2022-01-14,273.25,DE,273.25
278,CI4721741551,2022-01-14,273.25,DE,273.25
279,CI4721741552,2022-01-14,273.25,DE,273.25
280,CI4721741554,2022-01-14,273.25,DE,273.25
281,CI4721741577,2022-01-14,273.25,DE,273.25
282,CI3921688090,2022-01-14,543.57,DE,543.57
283,CI4721741547,2022-01-14,140.27,RU,140.27
284,CI3921687513,2022-01-14,326.4,NL,326.4
285,CI3921687533,2022-01-14,379.49,BR,379.49
286,CI3921687511,2022-01-17,379.49,BR,379.49
287,CI3921687517,2022-01-17,379.49,BR,379.49
288,CI3921687526,2022-01-17,379.49,BR,379.49
289,CI3921687527,2022-01-17,379.49,BR,379.49
290,CI3921687532,2022-01-17,379.49,BR,379.49
291,202111185035,2022-01-17,1334.97,US,1170.7182320441989
292,CI3921694202,2022-01-17,0.0,DE,0.0
293,CI3921694216,2022-01-17,0.0,DE,0.0
294,CI4721741542,2022-01-17,272.07,DE,272.07
295,CI4721741532,2022-01-17,272.07,DE,272.07
296,CI4721741533,2022-01-17,272.07,DE,272.07
297,CI4721741536,2022-01-17,272.07,DE,272.07
298,CI4721741537,2022-01-17,272.07,DE,272.07
299,CI4721741538,2022-01-17,272.07,DE,272.07
300,CI4721742647,2022-01-17,272.07,DE,272.07
301,CI4721742648,2022-01-17,272.07,DE,272.07
302,E211000186,2022-01-17,753.12,DE,753.12
303,E211000147,2022-01-17,753.12,DE,753.12
304,E211000204,2022-01-17,753.12,DE,753.12
305,E211000118,2022-01-17,753.12,DE,753.12
306,E211000182,2022-01-17,753.12,DE,753.12
307,E211000194,2022-01-17,753.12,DE,753.12
308,CI3921687634,2022-01-17,483.91,DE,483.91
309,CI3921687640,2022-01-17,483.91,DE,483.91
310,E211000202,2022-01-17,597.4,IT,597.4
311,202201035097,2022-01-18,497.25,IN,497.25
312,202201055007,2022-01-18,675.0,DE,675.0
313,202201055008,2022-01-18,675.0,DE,675.0
314,202201145007,2022-01-18,1045.0,DE,1045.0
315,202201145001,2022-01-18,1045.0,DE,1045.0
316,202201145002,2022-01-18,1045.0,DE,1045.0
317,202201145003,2022-01-18,1045.0,DE,1045.0
318,202201145004,2022-01-18,1045.0,DE,1045.0
319,202201145005,2022-01-18,1045.0,DE,1045.0
320,202201145006,2022-01-18,1045.0,DE,1045.0
321,202201145008,2022-01-18,1045.0,DE,1045.0
322,202201145009,2022-01-18,1045.0,DE,1045.0
323,202201145010,2022-01-18,1045.0,DE,1045.0
324,CI3921687635,2022-01-18,651.38,DE,651.38
325,CI3821687362,2022-01-18,295.05,ZA,295.05
326,202201125007,2022-01-18,203.22,DE,203.22
327,E214903335,2022-01-18,388.65,ZA,388.65
328,E214903364,2022-01-18,388.65,ZA,388.65
329,202201125001,2022-01-18,203.22,DE,203.22
330,202201125002,2022-01-18,203.22,DE,203.22
331,202201105022,2022-01-18,701.12,DE,701.12
332,202201115002,2022-01-18,870.0,KR,870.0
333,202201115005,2022-01-18,870.0,KR,870.0
334,202201115008,2022-01-18,870.0,KR,870.0
335,202112105027,2022-01-18,1204.04,DE,1204.04
336,202201075001,2022-01-18,1006.03,DE,1006.03
337,202201075003,2022-01-18,1006.03,DE,1006.03
338,202201075002,2022-01-18,1006.03,DE,1006.03
339,202201075004,2022-01-18,1006.03,DE,1006.03
340,202201035048,2022-01-18,883.68,FR,883.68
341,202201135025,2022-01-18,1290.6,IT,1290.6
342,202201135001,2022-01-18,1761.33,DE,1761.33
343,202201135002,2022-01-18,1761.33,DE,1761.33
344,202111195011,2022-01-19,259.98,US,229.15821947994712
345,202201115084,2022-01-19,393.82,DE,393.82
346,202201115083,2022-01-19,393.82,DE,393.82
347,202201115085,2022-01-19,393.82,DE,393.82
348,202201105019,2022-01-19,368.33,DE,368.33
349,CI3821687356,2022-01-19,197.96,DE,197.96
350,CI3821687357,2022-01-19,197.96,DE,197.96
351,CI3821687363,2022-01-19,197.96,DE,197.96
352,CI3821687390,2022-01-19,197.96,DE,197.96
353,CI3821687391,2022-01-19,197.96,DE,197.96
354,202201195093,2022-01-20,415.24,DE,415.24
355,202201195094,2022-01-20,415.24,DE,415.24
356,202201175050,2022-01-20,702.66,IT,702.66
357,202201175051,2022-01-20,702.66,IT,702.66
358,202201175052,2022-01-20,702.66,IT,702.66
359,202201175053,2022-01-20,702.66,IT,702.66
360,202201185044,2022-01-20,636.51,CH,636.51
361,202201185042,2022-01-20,571.5,PL,571.5
362,202201185043,2022-01-20,738.75,DE,738.75
363,202201205043,2022-01-20,1045.0,DE,1045.0
364,202201205039,2022-01-20,1045.0,DE,1045.0
365,202201205040,2022-01-20,1045.0,DE,1045.0
366,202201205041,2022-01-20,1045.0,DE,1045.0
367,202201205042,2022-01-20,1045.0,DE,1045.0
368,202201205045,2022-01-20,1045.0,DE,1045.0
369,202201205046,2022-01-20,1045.0,DE,1045.0
370,202201205048,2022-01-20,1045.0,DE,1045.0
371,CI3921687508,2022-01-20,3359.9,NO,337.41388660145816
372,202201175183,2022-01-20,750.0,DE,750.0
373,202201175185,2022-01-20,750.0,DE,750.0
374,202201175182,2022-01-20,750.0,DE,750.0
375,202201175184,2022-01-20,750.0,DE,750.0
376,202201205018,2022-01-20,1475.0,DE,1475.0
377,202201205013,2022-01-20,1475.0,DE,1475.0
378,202201205014,2022-01-20,1475.0,DE,1475.0
379,202201205015,2022-01-20,1475.0,DE,1475.0
380,202201205016,2022-01-20,1475.0,DE,1475.0
381,202201205017,2022-01-20,1475.0,DE,1475.0
382,202201205022,2022-01-20,1475.0,DE,1475.0
383,202201205019,2022-01-20,1475.0,DE,1475.0
384,202201205020,2022-01-20,1475.0,DE,1475.0
385,202201205021,2022-01-20,1475.0,DE,1475.0
386,202201105023,2022-01-20,368.33,DE,368.33
387,202201105028,2022-01-20,368.33,DE,368.33
388,202201135027,2022-01-20,1162.65,DE,1162.65
389,202201135030,2022-01-20,1162.65,DE,1162.65
390,E214903352,2022-01-20,639.22,DE,639.22
391,E214903373,2022-01-20,639.22,DE,639.22
392,E214903337,2022-01-20,639.23,DE,639.23
393,E214903306,2022-01-20,639.22,DE,639.22
394,202201135028,2022-01-20,1043.46,ES,1043.46
395,202201175023,2022-01-20,750.0,DE,750.0
396,202201175035,2022-01-20,750.0,DE,750.0
397,202201135031,2022-01-20,1092.62,CZ,1092.62
398,202201175038,2022-01-20,750.0,DE,750.0
399,202201185005,2022-01-21,556.0,DE,556.0
400,202201185004,2022-01-21,556.0,DE,556.0
401,202201185007,2022-01-21,556.0,DE,556.0
402,202201185010,2022-01-21,556.0,DE,556.0
403,202201185006,2022-01-21,556.0,DE,556.0
404,202201185009,2022-01-21,556.0,DE,556.0
405,202201185008,2022-01-21,556.0,DE,556.0
406,202201175014,2022-01-21,1058.94,SE,1058.94
407,202201175015,2022-01-21,1058.94,SE,1058.94
408,202201055038,2022-01-21,768.08,DE,768.08
409,202111195018,2022-01-21,259.98,US,229.09763835037012
410,202111195003,2022-01-21,259.98,US,229.09763835037012
411,202111195015,2022-01-21,259.98,US,229.09763835037012
412,E211000192,2022-01-21,904.78,DE,904.78
413,202201205131,2022-01-21,347.45,LU,347.45
414,E214101312,2022-01-21,500.78,DK,500.78
415,202201185022,2022-01-21,602.23,DE,602.23
416,202201185023,2022-01-21,602.23,DE,602.23
417,202201205133,2022-01-21,521.32,DE,521.32
418,E212300201,2022-01-24,975.03,DE,975.03
419,202201195013,2022-01-24,870.0,CN,870.0
420,202201195024,2022-01-24,579.0,DE,579.0
421,202201195025,2022-01-24,579.0,DE,579.0
422,202201195011,2022-01-24,767.88,NL,767.88
423,202201205003,2022-01-24,422.04,DE,422.04
424,202201205004,2022-01-24,422.04,DE,422.04
425,202201205005,2022-01-24,422.04,DE,422.04
426,202201205006,2022-01-24,422.04,DE,422.04
427,CI3921693778,2022-01-24,174.24,AR,154.14012738853503
428,CI3921693798,2022-01-24,174.24,AR,154.14012738853503
429,202201115019,2022-01-24,1080.0,SE,1080.0
430,202104135208,2022-01-24,891.68,DE,891.68
431,202201115017,2022-01-24,891.68,DE,891.68
432,202201135008,2022-01-24,1467.5,DE,1467.5
433,202201175019,2022-01-24,935.28,DE,935.28
434,202201175020,2022-01-24,935.28,DE,935.28
435,202201135005,2022-01-24,693.11,IT,693.11
436,202201035098,2022-01-24,495.73,DE,495.73
437,202111165079,2022-01-24,974.78,US,862.3319179051663
438,CI1121484724,2022-01-24,299.58,IE,299.58
439,E211000279,2022-01-24,675.0,RU,675.0
440,E211000290,2022-01-24,675.0,RU,675.0
441,202111165049,2022-01-24,500.79,AE,443.02016985138005
442,202201205224,2022-01-24,393.82,DE,393.82
443,202201205225,2022-01-24,393.82,DE,393.82
444,202201205226,2022-01-24,393.82,DE,393.82
445,202201205228,2022-01-24,393.82,DE,393.82
446,202201205227,2022-01-24,393.82,DE,393.82
447,202201205223,2022-01-24,393.82,DE,393.82
448,CI3921687592,2022-01-24,379.49,BR,379.49
449,CI3921687499,2022-01-24,379.49,BR,379.49
450,CI3921687502,2022-01-24,379.49,BR,379.49
451,CI3921687505,2022-01-24,379.49,BR,379.49
452,CI3921687586,2022-01-24,379.49,BR,379.49
453,CI3921687587,2022-01-24,379.49,BR,379.49
454,CI3921687593,2022-01-24,379.49,BR,379.49
455,CI3921687607,2022-01-24,379.49,BR,379.49
456,CI3921687613,2022-01-24,379.49,BR,379.49
457,CI3921687614,2022-01-24,379.49,BR,379.49
458,202201135029,2022-01-25,1000.0,HR,1000.0
459,202111195008,2022-01-25,212.58,HU,212.58
460,202201205167,2022-01-25,301.38,DE,301.38
461,202201205161,2022-01-25,301.38,DE,301.38
462,202201205162,2022-01-25,301.38,DE,301.38
463,202201205163,2022-01-25,301.38,DE,301.38
464,202201205164,2022-01-25,301.38,DE,301.38
465,202201205165,2022-01-25,301.38,DE,301.38
466,202201205166,2022-01-25,301.38,DE,301.38
467,202201205168,2022-01-25,301.38,DE,301.38
468,202201205169,2022-01-25,301.38,DE,301.38
469,202201205170,2022-01-25,301.38,DE,301.38
470,202201205171,2022-01-25,301.38,DE,301.38
471,202201205172,2022-01-25,301.38,DE,301.38
472,202201205173,2022-01-25,301.38,DE,301.38
473,202201205174,2022-01-25,301.38,DE,301.38
474,202201205175,2022-01-25,301.38,DE,301.38
475,202201205176,2022-01-25,301.38,DE,301.38
476,202201205180,2022-01-25,301.38,DE,301.38
477,202201205177,2022-01-25,301.38,DE,301.38
478,202201205178,2022-01-25,301.38,DE,301.38
479,202201205179,2022-01-25,301.38,DE,301.38
480,202201205181,2022-01-25,301.38,DE,301.38
481,202201205182,2022-01-25,301.38,DE,301.38
482,202201205183,2022-01-25,301.38,DE,301.38
483,202201205184,2022-01-25,301.38,DE,301.38
484,202201205185,2022-01-25,301.38,DE,301.38
485,202201205186,2022-01-25,301.38,DE,301.38
486,202201205187,2022-01-25,301.38,DE,301.38
487,202201205188,2022-01-25,301.38,DE,301.38
488,202201195034,2022-01-25,336.91,DE,336.91
489,202201205189,2022-01-25,301.38,DE,301.38
490,202201205190,2022-01-25,301.38,DE,301.38
491,202201195031,2022-01-25,336.91,DE,336.91
492,202201195032,2022-01-25,336.91,DE,336.91
493,202201195033,2022-01-25,336.91,DE,336.91
494,202201195035,2022-01-25,336.91,DE,336.91
495,202201195036,2022-01-25,336.91,DE,336.91
496,202201195037,2022-01-25,336.91,DE,336.91
497,202201195038,2022-01-25,336.91,DE,336.91
498,202201255145,2022-01-27,629.63,RO,629.63
499,202201255139,2022-01-27,629.63,RO,629.63
500,202201255141,2022-01-27,629.63,RO,629.63
501,202201255142,2022-01-27,629.63,RO,629.63
502,202201255143,2022-01-27,629.63,RO,629.63
503,202201255158,2022-01-27,629.63,RO,629.63
504,202201255146,2022-01-27,642.6,DE,642.6
505,202201255164,2022-01-27,642.6,DE,642.6
506,202201255167,2022-01-27,642.6,DE,642.6
507,202201255161,2022-01-27,642.6,DE,642.6
508,202201255153,2022-01-27,642.6,DE,642.6
509,202201255156,2022-01-27,642.6,DE,642.6
510,202201255160,2022-01-27,642.6,DE,642.6
511,202201255148,2022-01-27,642.6,DE,642.6
512,202201255155,2022-01-27,642.6,DE,642.6
513,202201255149,2022-01-27,642.6,DE,642.6
514,202201255154,2022-01-27,642.6,DE,642.6
515,202108315113,2022-01-27,577.56,CH,577.56
516,E211000125,2022-01-27,782.22,CA,700.9139784946236
517,E211000145,2022-01-27,782.22,CA,700.9139784946236
518,E211000150,2022-01-27,782.22,CA,700.9139784946236
519,E211000152,2022-01-27,782.22,CA,700.9139784946236
520,E211000184,2022-01-27,782.22,CA,700.9139784946236
521,202201055015,2022-01-27,397.78,DE,397.78
522,202201055016,2022-01-27,397.78,DE,397.78
523,202201055019,2022-01-27,397.78,DE,397.78
524,202201055020,2022-01-27,397.78,DE,397.78
525,202201055024,2022-01-27,397.78,DE,397.78
526,202112235018,2022-01-27,397.78,DE,397.78
527,202112095008,2022-01-27,397.78,DE,397.78
528,202112095013,2022-01-27,397.78,DE,397.78
529,202112095021,2022-01-27,397.78,DE,397.78
530,202112095024,2022-01-27,397.78,DE,397.78
531,202201255133,2022-01-27,2050.6,DE,2050.6
532,202201255134,2022-01-27,2050.6,DE,2050.6
533,202111195012,2022-01-28,259.98,US,233.41713054408336
534,202111195014,2022-01-28,259.98,US,233.41713054408336
535,202105045082,2022-01-28,925.02,DK,925.02
