Sales document number,Sales position,Delivery number,Delivery position,Serial number,Material,Product key,Net price,Currency,Country key,Created on,Possibly not the right Serial number
1314043567,1000,8220032281,10,23198864,1047323-00,DRBAAB,246.84,EUR,CZ,1/3/2022,0
1314043567,2000,8220032281,20,8220032281000020,1047367-00,DRBAAZ,52.27,EUR,CZ,1/3/2022,1
1314043567,3000,8220032281,30,8220032281000030,1047373-00,DRBABA,261.36,EUR,CZ,1/3/2022,1
1314177453,3000,8220031473,110,202111035073,2400456-06,DRBABB,905.85,EUR,IT,1/3/2022,0
1314087829,2000,8220031474,10,202112145175,1148693-01,DRCABB,574.98,EUR,IT,1/3/2022,0
1314179843,1000,8220032898,60,E213200362,1190420-00,DRCABB,652.73,EUR,PL,1/3/2022,0
1314100511,3000,8220032763,10,CI3521648385,1050387-09,DRCABC,121.00,EUR,CZ,1/3/2022,0
1314100511,3000,8220032763,10,CI3521648396,1050387-09,DRCEBC,121.00,EUR,CZ,1/3/2022,0
1314100511,3000,8220032763,10,CI3521648398,1050387-09,DRCEBC,121.00,EUR,CZ,1/3/2022,0
1314100511,3000,8220032763,10,CI3521648399,1050387-09,DRBAAB,121.00,EUR,CZ,1/3/2022,0
1314100511,3000,8220032763,10,CI3521648400,1050387-09,DRBAAB,121.00,EUR,CZ,1/3/2022,0
1313987750,3000,8220033311,10,202112175063,2404519,DRBAAB,720.00,EUR,IT,1/3/2022,0
1313987750,3000,8220033311,10,202112175064,2404519,DRBAAB,720.00,EUR,IT,1/3/2022,0
1314193784,6000,8220033667,90,CI3921688227,1060630-03,DRBAAH,301.74,EUR,SG,1/3/2022,0
1313853912,14000,8220033792,10,202112095014,2400452-06,DRBAAZ,394.35,EUR,IT,1/3/2022,0
1313469409,4000,8220035415,10,202112225006,2403465-04,DRBAAZ,828.23,USD,CA,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697823,1046666-08,DRBABA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697794,1046666-08,DRBABA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697795,1046666-08,DRBABA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697796,1046666-08,DRBABB,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697797,1046666-08,DRBABB,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697819,1046666-08,DRBABE,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697820,1046666-08,DRBADC,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697833,1046666-08,DRBADC,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697834,1046666-08,DRCAAB,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697841,1046666-08,DRCABB,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697842,1046666-08,DRCABD,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697843,1046666-08,DRCACC,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697921,1046666-08,DRCDBA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021698646,1046666-08,DRCEBC,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021697930,1046666-08,DRBAAA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021698644,1046666-08,DRBAAA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021698645,1046666-08,DRBAAA,275.19,EUR,IT,1/3/2022,0
1314133504,1000,8220037497,150,CI4021698647,1046666-08,DRBAAA,275.19,EUR,IT,1/3/2022,0
1314198788,74000,8220039404,10,202112145103,1148690-01,DRBAAA,"1,334.97",USD,US,1/4/2022,0
1314159745,15000,8220037430,110,8220037430000110,2701379-00,DRBAAB,5.44,EUR,IT,1/3/2022,1
1313953826,4000,8220039481,10,CI3521648397,1050387-09,DRBAAB,149.38,EUR,IT,1/4/2022,0
1313965441,7000,8220039481,20,CI3521648403,1050387-09,DRBAAB,149.38,EUR,IT,1/4/2022,0
1314179341,5000,8220040389,140,CI4721742634,1046666-10,DRBAAB,189.72,EUR,ES,1/4/2022,0
1314179341,5000,8220040389,140,CI4721742635,1046666-10,DRBAAB,189.72,EUR,ES,1/4/2022,0
1314179341,5000,8220040389,140,CI4721742640,1046666-10,DRBAAB,189.72,EUR,ES,1/4/2022,0
820047606,9000,8220040797,10,CI3521648382,1050387-09,DRBAAB,121.77,EUR,GR,1/4/2022,0
1314159745,19000,8220041946,30,8220041946000030,2701379-00,DRBAAB,5.44,EUR,IT,1/4/2022,1
1314159745,17000,8220041946,10,8220041946000010,2701379-00,DRBAAB,5.44,EUR,IT,1/4/2022,1
1314159745,18000,8220041946,20,8220041946000020,2701379-00,DRBAAB,5.44,EUR,IT,1/4/2022,1
1313360317,2000,8220042163,10,202112225018,2401688-01,DRBAAB,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225015,2401688-01,DRBAAB,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225017,2401688-01,DRBAAB,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225020,2401688-01,DRBAAC,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225021,2401688-01,DRBAAZ,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225022,2401688-01,DRBAAZ,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225016,2401688-01,DRBAAZ,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225019,2401688-01,DRBAAZ,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225023,2401688-01,DRBAAZ,840.96,EUR,DE,1/4/2022,0
1313360317,2000,8220042163,10,202112225024,2401688-01,DRBABA,840.96,EUR,DE,1/4/2022,0
1314200114,19000,8220043335,10,202111195070,1148691-01,DRBABA,852.39,EUR,CH,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687560,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314200549,30000,8220043891,10,202111265016,2403466-04,DRBABA,"1,359.57",EUR,PL,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688180,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688181,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688182,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688183,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688199,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688200,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688205,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688206,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687561,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687566,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687567,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687571,1060630-03,DRBABA,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687572,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687577,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687578,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687644,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687645,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687646,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687647,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688152,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688153,1060630-03,DRBABB,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688154,1060630-03,DRBABC,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921688155,1060630-03,DRBABC,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687562,1060630-03,DRBABD,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687563,1060630-03,DRBABD,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687568,1060630-03,DRBABD,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687569,1060630-03,DRBABD,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687603,1060630-03,DRBABE,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687618,1060630-03,DRBABI,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687624,1060630-03,DRBABZ,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687625,1060630-03,DRBABZ,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687573,1060630-03,DRBABZ,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687574,1060630-03,DRBABZ,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687579,1060630-03,DRBABZ,329.49,EUR,IT,1/4/2022,0
1314199211,14000,8220043894,1330,CI3921687580,1060630-03,DRBABZ,329.49,EUR,IT,1/4/2022,0
820050286,8000,8220043873,10,202112135003,2401113-01,DRBABZ,733.84,EUR,MK,1/4/2022,0
1313727269,13000,8220044250,10,202112095011,2400452-06,DRBABZ,347.16,EUR,FR,1/4/2022,0
1313983986,5000,8220043989,10,202112205022,2404520,DRBABZ,870.00,EUR,KR,1/4/2022,0
1313983986,5000,8220043989,10,202112205023,2404520,DRBACB,870.00,EUR,KR,1/4/2022,0
1313983986,5000,8220043989,10,202112205024,2404520,DRBACB,870.00,EUR,KR,1/4/2022,0
1313983986,5000,8220043989,10,202112205025,2404520,DRBADC,870.00,EUR,KR,1/4/2022,0
1313983986,5000,8220043989,10,202112205026,2404520,DRBBAB,870.00,EUR,KR,1/4/2022,0
1313983986,5000,8220043989,10,202112205027,2404520,DRBBAC,870.00,EUR,KR,1/4/2022,0
1314079678,23000,8220046605,10,202111125057,1148687-01,DRBBAZ,636.48,EUR,CN,1/5/2022,0
1314198752,46000,8220046539,100,CI4021697874,1046666-08,DRCAAB,247.64,EUR,BR,1/5/2022,0
1313833205,5000,8220046540,10,202112235040,2402629-05,DRCAAB,309.00,EUR,BR,1/5/2022,0
1313833205,5000,8220046540,10,202112235041,2402629-05,DRCAAB,309.00,EUR,BR,1/5/2022,0
1314101019,20000,8220046591,10,202111125053,1148687-01,DRCAAB,656.45,EUR,FR,1/5/2022,0
1314179789,7000,8220046538,10,202111125063,1148687-01,DRCAAB,566.76,EUR,ZA,1/5/2022,0
1314179789,7000,8220046538,10,202111125068,1148687-01,DRCABA,566.76,EUR,ZA,1/5/2022,0
1314175599,11000,8220046574,10,CI4021697840,1046666-08,DRCABA,223.55,EUR,FR,1/5/2022,0
1314128070,14000,8220048795,10,202104265002,2401336-02,DRCABA,"1,552.95",EUR,DE,1/5/2022,0
1314128070,14000,8220048795,10,202104265005,2401336-02,DRCABB,"1,552.95",EUR,DE,1/5/2022,0
1314128070,14000,8220048795,10,202105035025,2401336-02,DRCABB,"1,552.95",EUR,DE,1/5/2022,0
1314203433,4000,8220049065,10,CI3921694229,1060549-05,DRCABB,216.41,EUR,DE,1/5/2022,0
1314203433,4000,8220049065,10,CI3921694243,1060549-05,DRCABB,216.41,EUR,DE,1/5/2022,0
1314203433,4000,8220049065,10,CI3921694245,1060549-05,DRCABB,216.41,EUR,DE,1/5/2022,0
1314138830,4000,8220049239,190,202112235048,2400453-06,DRCABB,448.63,USD,US,1/5/2022,0
1314138830,4000,8220049239,190,202112235051,2400453-06,DRCABB,448.63,USD,US,1/5/2022,0
1314190138,47000,8220049314,370,CI4721742649,1046666-10,DRCABB,140.27,EUR,RU,1/5/2022,0
801401939,9000,8220050713,10,00-07-92-52-C6-30,2400453-06,DRCABB,529.48,EUR,DE,1/5/2022,1
801404832,2000,8220050709,10,202111195026,2913632-10,DRCABB,189.71,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235063,2401681-04,DRCABB,579.00,EUR,DE,1/5/2022,0
1313547936,9000,8220051050,10,202111225089,2401339-03,DRCABB,629.63,EUR,RO,1/5/2022,0
1313547936,9000,8220051050,10,202111225101,2401339-03,DRCABB,629.63,EUR,RO,1/5/2022,0
1313547936,9000,8220051050,10,202111225112,2401339-03,DRCABC,629.63,EUR,RO,1/5/2022,0
1313547936,9000,8220051050,10,202111225115,2401339-03,DRCABC,629.63,EUR,RO,1/5/2022,0
1313428466,1000,8220050977,10,202112235058,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235060,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235061,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235062,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235057,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235059,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313428466,1000,8220050977,10,202112235064,2401681-04,DRCABC,579.00,EUR,DE,1/5/2022,0
1313992272,8000,8220051055,10,E213300557,1189629-00,DRCABC,263.30,EUR,DE,1/5/2022,0
1313992272,8000,8220051055,10,E213300581,1189629-00,DRCABD,263.30,EUR,DE,1/5/2022,0
1313992272,8000,8220051055,10,E213300596,1189629-00,DRCABD,263.30,EUR,DE,1/5/2022,0
1313992272,8000,8220051055,10,E213300600,1189629-00,DRCABD,263.30,EUR,DE,1/5/2022,0
1313992272,8000,8220051055,10,E213800663,1189629-00,DRCABD,263.30,EUR,DE,1/5/2022,0
1314082746,53000,8220054370,570,8220054370000570,2701379-00,DRCABD,4.42,EUR,FR,1/6/2022,1
1314168465,31000,8220056098,10,CI4021697862,1046666-08,DRCABD,252.11,EUR,BR,1/6/2022,0
1314204186,4000,8220056278,10,CI4721742655,1046666-10,DRCABD,221.71,EUR,IE,1/6/2022,0
1314204186,4000,8220056278,10,CI4721742657,1046666-10,DRCABE,221.71,EUR,IE,1/6/2022,0
1314204186,4000,8220056278,10,CI4721742658,1046666-10,DRCABE,221.71,EUR,IE,1/6/2022,0
1314204186,4000,8220056278,10,CI4721742659,1046666-10,DRCABE,221.71,EUR,IE,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697836,1046666-08,DRCABE,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697861,1046666-08,DRCABF,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697863,1046666-08,DRCACB,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697864,1046666-08,DRCACC,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697869,1046666-08,DRCACC,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697870,1046666-08,DRCACE,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697871,1046666-08,DRCACE,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697872,1046666-08,DRCACF,252.11,EUR,BR,1/6/2022,0
1314168465,31000,8220056098,10,CI4021697873,1046666-08,DRCADA,252.11,EUR,BR,1/6/2022,0
1314204192,4000,8220056280,10,CI4721742650,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314204192,4000,8220056280,10,CI4721742651,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314204185,4000,8220056277,10,CI4721741588,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314204185,4000,8220056277,10,CI4721741590,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314204187,5000,8220056279,10,CI4721742656,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314204187,5000,8220056279,10,CI4721742660,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314204195,4000,8220056281,10,CI4721742652,1046666-10,DRCADC,221.71,EUR,IE,1/6/2022,0
1314171603,1000,8220057184,10,8220057184000010,2701378-00,DRCADF,35.57,EUR,CZ,1/6/2022,1
1314129249,1000,8220057497,10,8220057497000010,2701379-00,DRCADF,5.44,EUR,IT,1/6/2022,1
1314129249,2000,8220057497,20,8220057497000020,2701379-00,DRCADF,5.44,EUR,IT,1/6/2022,1
1314129249,4000,8220057497,30,8220057497000030,2701379-00,DRCADF,5.44,EUR,IT,1/6/2022,1
1314175013,1000,8220057497,80,8220057497000080,2701379-00,DRCADF,5.44,EUR,IT,1/6/2022,1
1314152471,62000,8220057749,50,8220057749000050,2701379-00,DRCADF,3.98,EUR,NL,1/6/2022,1
1314172466,5000,8220057899,880,8220057899000880,2701379-00,DRCADF,4.27,GBP,GB,1/6/2022,1
1314123772,20000,8220057899,680,8220057899000680,2701379-00,DRCADF,4.27,GBP,GB,1/6/2022,1
1314204249,6000,8220057859,350,CI4721741567,1046666-10,DRCADF,192.43,EUR,CH,1/6/2022,0
1314129152,1000,8220057859,170,8220057859000170,2701379-00,DRCADF,4.52,EUR,CH,1/6/2022,1
1314131148,23000,8220057859,180,8220057859000180,2701379-00,DRCADF,4.52,EUR,CH,1/6/2022,1
1314131148,24000,8220057859,190,8220057859000190,2701379-00,DRCADF,4.52,EUR,CH,1/6/2022,1
1314156256,7000,8220057875,250,8220057875000250,2701379-00,DRCAEG,4.74,EUR,BR,1/6/2022,1
1314172018,43000,8220058071,1310,8220058071001310,2701379-00,DRCBBC,4.42,EUR,FR,1/6/2022,1
1314082748,27000,8220058071,990,8220058071000990,2701379-00,DRCBBC,4.42,EUR,FR,1/6/2022,1
1314184086,6000,8220058938,10,8220058938000010,2701379-00,DRCBBC,6.80,EUR,DE,1/6/2022,1
801402940,14000,8220058358,10,8220058358000010,2701379-00,DRCBBC,5.60,EUR,DE,1/6/2022,1
1314161690,75000,8220058900,20,8220058900000020,2701379-00,DRCBBC,6.80,EUR,DE,1/6/2022,1
1314209536,20000,8220061103,350,CI4721741558,1046666-10,DRCCAA,217.02,EUR,CL,1/7/2022,0
1314209536,20000,8220061103,350,CI4721741559,1046666-10,DRCCAA,217.02,EUR,CL,1/7/2022,0
1314209536,20000,8220061103,350,CI4721741563,1046666-10,DRCCAA,217.02,EUR,CL,1/7/2022,0
3300018975,2000,8220062477,10,202112205049,1143359-01,DRCCAA,336.91,EUR,DE,1/7/2022,0
1314012213,1000,8220062330,10,202111095126,2401107-01,DRCCAA,"1,002.53",EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205042,1143359-01,DRCCAA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205043,1143359-01,DRCCAA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205044,1143359-01,DRCCAA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205045,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205046,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205047,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205048,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205050,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205051,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205052,1143359-01,DRCDBA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205053,1143359-01,DRCEBC,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205054,1143359-01,DRCEBC,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205055,1143359-01,DRCEBF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205056,1143359-01,DRCEBF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205057,1143359-01,DRCEBF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205058,1143359-01,DRBAAZ,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205059,1143359-01,DRBABA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205060,1143359-01,DRBABA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205061,1143359-01,DRBABA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205062,1143359-01,DRBABZ,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205063,1143359-01,DRBABZ,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205064,1143359-01,DRBBAC,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205065,1143359-01,DRCABC,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205066,1143359-01,DRCABF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205067,1143359-01,DRCADF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205068,1143359-01,DRCEBF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205069,1143359-01,DRCEBF,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205070,1143359-01,DRBABA,336.91,EUR,DE,1/7/2022,0
3300018975,2000,8220062477,10,202112205071,1143359-01,DRBABB,336.91,EUR,DE,1/7/2022,0
1314039806,6000,8220064373,10,202111115004,2403461-05,DRBABB,"1,052.28",EUR,NL,1/7/2022,0
1314211142,1000,8220066015,10,202111195020,2913632-10,DRBABB,243.94,EUR,DE,1/7/2022,0
1314196914,40000,8220067622,20,CI4721741555,1046666-10,DRBABB,212.55,EUR,UA,1/7/2022,0
801401847,1000,8220070405,10,A8-74-1D-7C-35-84,1148691-01,DRBABC,"1,304.61",EUR,DE,1/7/2022,1
1314212068,2000,8220072121,10,E214000903,1190421-00,DRBABE,678.48,EUR,DK,1/7/2022,0
1314212252,59000,8220073764,230,CI3921694230,1060549-05,DRBBAC,148.18,EUR,FR,1/7/2022,0
1314212682,16000,8220077817,140,CI4721741570,1046666-10,DRCABC,247.64,EUR,BR,1/8/2022,0
1314212682,37000,8220077817,290,CI4721741561,1046666-10,DRCABD,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741569,1046666-10,DRCADF,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741556,1046666-10,DRCBBC,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741560,1046666-10,DRCBBC,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741562,1046666-10,DRCCAA,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741564,1046666-10,DRCEBC,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741565,1046666-10,DRBAAB,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741566,1046666-10,DRBAAB,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741568,1046666-10,DRBAAB,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741573,1046666-10,DRBAAZ,247.64,EUR,BR,1/8/2022,0
1314212682,16000,8220077817,140,CI4721741576,1046666-10,DRBABA,247.64,EUR,BR,1/8/2022,0
820047606,10000,8220080898,10,CI4721742619,1050387-11,DRBABA,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742614,1050387-11,DRBABA,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742615,1050387-11,DRBABA,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742616,1050387-11,DRBABA,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742617,1050387-11,DRBABB,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742618,1050387-11,DRBABB,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742620,1050387-11,DRBABD,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742621,1050387-11,DRBABI,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742622,1050387-11,DRCADF,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742623,1050387-11,DRCADF,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742624,1050387-11,DRCEBF,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742625,1050387-11,DRCEBF,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742626,1050387-11,DRBAAB,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742627,1050387-11,DRBAAB,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742629,1050387-11,DRBAAB,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742632,1050387-11,DRBAAZ,182.05,EUR,GR,1/10/2022,0
820047606,10000,8220080898,10,CI4721742633,1050387-11,DRBABA,182.05,EUR,GR,1/10/2022,0
1314215223,6000,8220080144,30,CI4721741544,1046666-10,DRBABA,221.71,EUR,IE,1/10/2022,0
1314215223,6000,8220080144,30,CI4721741545,1046666-10,DRBABB,221.71,EUR,IE,1/10/2022,0
1314215223,6000,8220080144,30,CI4721741557,1046666-10,DRBABI,221.71,EUR,IE,1/10/2022,0
1314156714,11000,8220081286,190,8220081286000190,2701379-00,DRCACC,4.52,EUR,CH,1/10/2022,1
1314215706,5000,8220081334,10,E213300597,1189629-00,DRCADF,452.12,EUR,ES,1/10/2022,0
1314177006,8000,8220081363,210,8220081363000210,2701374-00,DRCAEG,28.40,EUR,FR,1/10/2022,1
1314079721,31000,8220085737,10,E213800619,1189629-00,DRCDBA,263.36,EUR,DE,1/11/2022,0
1314079721,31000,8220085737,10,E213800685,1189629-00,DRCDBA,263.36,EUR,DE,1/11/2022,0
1314079721,31000,8220085737,10,E213800676,1189629-00,DRCDBA,263.36,EUR,DE,1/11/2022,0
1314079721,31000,8220085737,10,E213800704,1189629-00,DRCEBC,263.36,EUR,DE,1/11/2022,0
1314079721,31000,8220085737,10,E213800798,1189629-00,DRCEBC,263.36,EUR,DE,1/11/2022,0
1314219084,5000,8220087369,20,CI4721741541,1046666-10,DRCEBF,221.71,EUR,IE,1/11/2022,0
